ATP,Location,Tournament,Date,Series,Court,Surface,Round,BestOf,Winner,Loser,WRank,LRank,WPts,LPts,WSets,LSets,OddsW,OddsL
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,Medvedev D.,113.0,15.0,515.0,2230.0,2.0,0.0,3.31,1.33
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Nishikori K.,67.0,7.0,798.0,4190.0,2.0,1.0,3.38,1.33
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Shapovalov D.,Cilic M.,25.0,11.0,1485.0,3095.0,2.0,0.0,2.41,1.58
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Schwartzman D.,2.0,26.0,8365.0,1485.0,2.0,0.0,1.08,8.39
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Pella G.,9.0,34.0,3405.0,1205.0,2.0,0.0,1.24,4.1
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Kohlschreiber P.,Djokovic N.,39.0,1.0,1160.0,10955.0,2.0,0.0,9.64,1.06
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Rublev A.,13.0,102.0,2675.0,560.0,2.0,0.0,1.54,2.49
19,Indian Wells,BNP Paribas Open,3/12/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Edmund K.,Albot R.,23.0,53.0,1520.0,920.0,2.0,0.0,1.33,3.35
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Wawrinka S.,4.0,40.0,4600.0,1130.0,2.0,0.0,1.28,3.76
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,4th Round,3,Nadal R.,Krajinovic F.,2.0,113.0,8365.0,515.0,2.0,0.0,1.07,8.63
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,4th Round,3,Kecmanovic M.,Nishioka Y.,130.0,74.0,450.0,729.0,1.0,0.0,2.36,1.6
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,4th Round,3,Hurkacz H.,Shapovalov D.,67.0,25.0,798.0,1485.0,2.0,1.0,3.01,1.39
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,4th Round,3,Raonic M.,Struff J.L.,14.0,55.0,2275.0,910.0,2.0,0.0,1.37,3.12
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Edmund K.,4.0,23.0,4600.0,1520.0,2.0,0.0,1.21,4.52
19,Indian Wells,BNP Paribas Open,3/13/2019,Masters 1000,Outdoor,Hard,4th Round,3,Khachanov K.,Isner J.,13.0,9.0,2675.0,3405.0,2.0,0.0,2.28,1.64
19,Indian Wells,BNP Paribas Open,3/14/2019,Masters 1000,Outdoor,Hard,4th Round,3,Thiem D.,Karlovic I.,8.0,89.0,3800.0,629.0,2.0,0.0,1.32,3.43
19,Indian Wells,BNP Paribas Open,3/14/2019,Masters 1000,Outdoor,Hard,4th Round,3,Monfils G.,Kohlschreiber P.,19.0,39.0,1740.0,1160.0,2.0,0.0,1.42,2.91
19,Indian Wells,BNP Paribas Open,3/14/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Raonic M.,Kecmanovic M.,14.0,130.0,2275.0,450.0,2.0,0.0,1.17,5.14
19,Indian Wells,BNP Paribas Open,3/15/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Thiem D.,Monfils G.,8.0,19.0,3800.0,1740.0,,,2.26,1.65
19,Indian Wells,BNP Paribas Open,3/15/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Hurkacz H.,4.0,67.0,4600.0,798.0,2.0,0.0,1.09,7.9
19,Indian Wells,BNP Paribas Open,3/15/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Khachanov K.,2.0,13.0,8365.0,2675.0,2.0,0.0,1.16,5.41
19,Indian Wells,BNP Paribas Open,3/16/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Thiem D.,Raonic M.,8.0,14.0,3800.0,2275.0,2.0,1.0,2.37,1.59
19,Indian Wells,BNP Paribas Open,3/16/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Nadal R.,4.0,2.0,4600.0,8365.0,,,1.44,2.81
19,Indian Wells,BNP Paribas Open,3/17/2019,Masters 1000,Outdoor,Hard,The Final,3,Thiem D.,Federer R.,8.0,4.0,3800.0,4600.0,2.0,1.0,3.98,1.25
20,Miami,Sony Ericsson Open,3/20/2019,Masters 1000,Outdoor,Hard,1st Round,3,Delbonis F.,Gojowczyk P.,83.0,87.0,676.0,655.0,2.0,0.0,2.14,1.71
20,Miami,Sony Ericsson Open,3/20/2019,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Kudla D.,113.0,71.0,522.0,733.0,2.0,0.0,2.31,1.62
20,Miami,Sony Ericsson Open,3/20/2019,Masters 1000,Outdoor,Hard,1st Round,3,Andreozzi G.,Kukushkin M.,80.0,43.0,686.0,1025.0,2.0,0.0,4.26,1.22
20,Miami,Sony Ericsson Open,3/20/2019,Masters 1000,Outdoor,Hard,1st Round,3,Tipsarevic J.,Klahn B.,453.0,93.0,17.0,637.0,2.0,0.0,2.19,1.68
20,Miami,Sony Ericsson Open,3/20/2019,Masters 1000,Outdoor,Hard,1st Round,3,Zverev M.,Kuhn N.,75.0,255.0,711.0,184.0,1.0,1.0,2.05,1.78
20,Miami,Sony Ericsson Open,3/20/2019,Masters 1000,Outdoor,Hard,1st Round,3,Hurkacz H.,Berrettini M.,54.0,52.0,904.0,937.0,2.0,0.0,2.04,1.77
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Haase R.,Lacko L.,65.0,130.0,805.0,436.0,2.0,0.0,1.49,2.63
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Mayer L.,Ymer M.,62.0,198.0,830.0,257.0,2.0,1.0,1.5,2.61
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Norrie C.,77.0,51.0,708.0,941.0,2.0,1.0,2.62,1.49
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Bublik A.,Sandgren T.,131.0,91.0,434.0,648.0,2.0,1.0,1.73,2.11
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Cuevas P.,44.0,85.0,1010.0,661.0,2.0,1.0,2.84,1.43
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Klizan M.,106.0,48.0,546.0,966.0,2.0,0.0,1.53,2.51
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Jarry N.,40.0,79.0,1100.0,690.0,2.0,1.0,1.59,2.36
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,Eubanks C.,53.0,150.0,915.0,371.0,2.0,1.0,1.74,2.11
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,Fabbiano T.,110.0,90.0,525.0,648.0,2.0,1.0,1.99,1.83
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Copil M.,86.0,73.0,660.0,713.0,2.0,0.0,1.67,2.21
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Ruud C.,57.0,98.0,876.0,619.0,2.0,1.0,1.48,2.66
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Marterer M.,Fritz T.,101.0,56.0,594.0,890.0,2.0,1.0,2.46,1.55
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Albot R.,Ebden M.,46.0,50.0,971.0,956.0,1.0,0.0,1.31,3.48
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Tomic B.,Monteiro T.,81.0,117.0,679.0,497.0,2.0,0.0,1.75,2.09
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Rublev A.,Daniel T.,99.0,72.0,603.0,714.0,2.0,1.0,1.26,3.9
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Lopez F.,Paire B.,94.0,67.0,635.0,770.0,2.0,1.0,2.03,1.79
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Gunneswaran P.,61.0,84.0,845.0,662.0,2.0,0.0,1.9,1.9
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Tseng C.H.,41.0,426.0,1072.0,24.0,2.0,0.0,1.25,4.03
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Krajinovic F.,Herbert P.H.,103.0,49.0,576.0,959.0,2.0,0.0,1.46,2.72
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Jaziri M.,97.0,59.0,622.0,852.0,2.0,0.0,1.43,2.83
20,Miami,Sony Ericsson Open,3/21/2019,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Struff J.L.,58.0,45.0,858.0,990.0,2.0,1.0,2.03,1.79
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,1st Round,3,Andujar P.,Karlovic I.,88.0,76.0,652.0,709.0,2.0,0.0,3.75,1.27
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Bedene A.,55.0,69.0,900.0,765.0,2.0,1.0,1.43,2.83
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Gulbis E.,95.0,78.0,630.0,704.0,2.0,0.0,1.54,2.48
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Humbert U.,60.0,63.0,848.0,819.0,2.0,1.0,1.76,2.07
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,1st Round,3,Ferrer D.,Querrey S.,155.0,68.0,355.0,770.0,2.0,0.0,2.28,1.63
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Edmund K.,Ivashka I.,22.0,110.0,1600.0,525.0,2.0,0.0,1.2,4.6
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Simon G.,40.0,27.0,1100.0,1340.0,2.0,0.0,2.17,1.69
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Nishikori K.,44.0,6.0,1010.0,4235.0,2.0,1.0,5.18,1.16
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Carballes Baena R.,13.0,113.0,2345.0,522.0,2.0,1.0,1.21,4.39
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Basilashvili N.,Zverev M.,19.0,75.0,1865.0,711.0,2.0,0.0,1.28,3.7
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Marterer M.,14.0,101.0,2275.0,594.0,,,1.18,4.89
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Delbonis F.,Millman J.,83.0,39.0,676.0,1126.0,2.0,1.0,2.44,1.56
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Sonego L.,9.0,106.0,3485.0,546.0,2.0,0.0,1.25,3.93
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Fucsovics M.,57.0,36.0,876.0,1180.0,2.0,1.0,2.02,1.8
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,Bublik A.,33.0,131.0,1215.0,434.0,2.0,0.0,1.29,3.61
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Pouille L.,86.0,30.0,660.0,1265.0,2.0,1.0,2.39,1.58
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Haase R.,Harris L.,65.0,96.0,805.0,625.0,2.0,1.0,1.58,2.4
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Tipsarevic J.,25.0,453.0,1510.0,17.0,2.0,0.0,1.2,4.69
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Thiem D.,54.0,4.0,904.0,4755.0,2.0,0.0,3.18,1.35
20,Miami,Sony Ericsson Open,3/22/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Andreozzi G.,17.0,80.0,1885.0,686.0,2.0,1.0,1.46,2.73
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Tomic B.,1.0,81.0,10990.0,679.0,2.0,0.0,1.03,12.75
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Mayer L.,Pella G.,62.0,32.0,830.0,1240.0,2.0,0.0,2.1,1.74
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Evans D.,23.0,97.0,1550.0,622.0,2.0,1.0,1.53,2.51
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Sousa J.,Johnson S.,41.0,38.0,1072.0,1160.0,2.0,0.0,2.37,1.59
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Krajinovic F.,Wawrinka S.,103.0,37.0,576.0,1175.0,2.0,1.0,2.27,1.64
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Khachanov K.,77.0,12.0,708.0,2845.0,2.0,0.0,4.35,1.22
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Cecchinato M.,Dzumhur D.,16.0,53.0,2021.0,915.0,,,1.69,2.17
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Andujar P.,20.0,88.0,1685.0,652.0,2.0,0.0,1.13,6.05
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Mannarino A.,15.0,55.0,2230.0,900.0,2.0,0.0,1.31,3.42
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Munar J.,7.0,61.0,4115.0,845.0,2.0,1.0,1.52,2.54
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Lopez F.,29.0,94.0,1300.0,635.0,2.0,0.0,1.54,2.47
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Cilic M.,99.0,11.0,603.0,3095.0,2.0,0.0,2.49,1.54
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Schwartzman D.,58.0,24.0,858.0,1520.0,2.0,1.0,2.11,1.73
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Albot R.,5.0,46.0,4600.0,971.0,2.0,1.0,1.11,6.66
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Mcdonald M.,10.0,60.0,3160.0,848.0,2.0,0.0,1.27,3.84
20,Miami,Sony Ericsson Open,3/23/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Kecmanovic M.,34.0,95.0,1200.0,630.0,2.0,0.0,1.86,1.96
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrer D.,Zverev A.,155.0,3.0,355.0,6630.0,2.0,1.0,4.05,1.24
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Ramos-Vinolas A.,9.0,86.0,3485.0,660.0,2.0,0.0,1.21,4.52
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,Fognini F.,25.0,17.0,1510.0,1885.0,2.0,0.0,1.41,2.93
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Edmund K.,Raonic M.,22.0,14.0,1600.0,2275.0,2.0,0.0,2.31,1.62
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Basilashvili N.,Haase R.,19.0,65.0,1865.0,805.0,2.0,0.0,1.5,2.6
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Hurkacz H.,57.0,54.0,876.0,904.0,2.0,0.0,2.11,1.74
20,Miami,Sony Ericsson Open,3/24/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Delbonis F.,1.0,83.0,10990.0,676.0,2.0,1.0,1.03,13.64
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Coric B.,Chardy J.,13.0,40.0,2345.0,1100.0,2.0,1.0,1.5,2.63
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Lajovic D.,33.0,44.0,1215.0,1010.0,2.0,0.0,1.3,3.56
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Thompson J.,Dimitrov G.,77.0,29.0,708.0,1300.0,2.0,0.0,2.94,1.41
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Anderson K.,Sousa J.,7.0,41.0,4115.0,1072.0,2.0,0.0,1.52,2.55
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Krajinovic F.,5.0,103.0,4600.0,576.0,2.0,0.0,1.19,4.77
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Opelka R.,15.0,58.0,2230.0,858.0,2.0,1.0,1.28,3.69
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Shapovalov D.,Rublev A.,23.0,99.0,1550.0,603.0,2.0,0.0,1.67,2.22
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Cecchinato M.,20.0,16.0,1685.0,2021.0,2.0,0.0,1.27,3.85
20,Miami,Sony Ericsson Open,3/25/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Ferrer D.,34.0,155.0,1200.0,355.0,2.0,1.0,1.99,1.83
20,Miami,Sony Ericsson Open,3/26/2019,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Mayer L.,10.0,62.0,3160.0,830.0,2.0,0.0,1.27,3.84
20,Miami,Sony Ericsson Open,3/26/2019,Masters 1000,Outdoor,Hard,4th Round,3,Auger-Aliassime F.,Basilashvili N.,57.0,19.0,876.0,1865.0,2.0,0.0,1.79,2.04
20,Miami,Sony Ericsson Open,3/26/2019,Masters 1000,Outdoor,Hard,4th Round,3,Isner J.,Edmund K.,9.0,22.0,3485.0,1600.0,2.0,0.0,1.85,1.97
20,Miami,Sony Ericsson Open,3/26/2019,Masters 1000,Outdoor,Hard,4th Round,3,Coric B.,Kyrgios N.,13.0,33.0,2345.0,1215.0,2.0,1.0,2.31,1.62
20,Miami,Sony Ericsson Open,3/26/2019,Masters 1000,Outdoor,Hard,4th Round,3,Bautista Agut R.,Djokovic N.,25.0,1.0,1510.0,10990.0,2.0,1.0,4.79,1.19
20,Miami,Sony Ericsson Open,3/26/2019,Masters 1000,Outdoor,Hard,4th Round,3,Anderson K.,Thompson J.,7.0,77.0,4115.0,708.0,2.0,0.0,1.42,2.9
20,Miami,Sony Ericsson Open,3/27/2019,Masters 1000,Outdoor,Hard,4th Round,3,Tiafoe F.,Goffin D.,34.0,20.0,1200.0,1685.0,2.0,0.0,2.57,1.51
20,Miami,Sony Ericsson Open,3/27/2019,Masters 1000,Outdoor,Hard,4th Round,3,Shapovalov D.,Tsitsipas S.,23.0,10.0,1550.0,3160.0,2.0,1.0,2.2,1.68
20,Miami,Sony Ericsson Open,3/27/2019,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Medvedev D.,5.0,15.0,4600.0,2230.0,2.0,0.0,1.31,3.52
20,Miami,Sony Ericsson Open,3/27/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Isner J.,Bautista Agut R.,9.0,25.0,3485.0,1510.0,2.0,0.0,1.84,1.98
20,Miami,Sony Ericsson Open,3/28/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Coric B.,57.0,13.0,876.0,2345.0,2.0,0.0,2.22,1.67
20,Miami,Sony Ericsson Open,3/28/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Shapovalov D.,Tiafoe F.,23.0,34.0,1550.0,1200.0,2.0,1.0,1.56,2.45
20,Miami,Sony Ericsson Open,3/29/2019,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Anderson K.,5.0,7.0,4600.0,4115.0,2.0,0.0,1.18,4.86
20,Miami,Sony Ericsson Open,3/29/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Isner J.,Auger-Aliassime F.,9.0,57.0,3485.0,876.0,2.0,0.0,1.51,2.6
20,Miami,Sony Ericsson Open,3/29/2019,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Shapovalov D.,5.0,23.0,4600.0,1550.0,2.0,0.0,1.2,4.56
20,Miami,Sony Ericsson Open,3/31/2019,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Isner J.,5.0,9.0,4600.0,3485.0,2.0,0.0,1.25,4.03
21,Houston,U.S. Men's Clay Court Championships,4/8/2019,ATP250,Outdoor,Clay,1st Round,3,Harrison R.,Karlovic I.,107.0,77.0,545.0,709.0,2.0,0.0,2.24,1.65
21,Houston,U.S. Men's Clay Court Championships,4/8/2019,ATP250,Outdoor,Clay,1st Round,3,Ruud C.,Dellien H.,95.0,76.0,645.0,713.0,2.0,0.0,1.46,2.72
21,Houston,U.S. Men's Clay Court Championships,4/8/2019,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Cuevas P.,73.0,83.0,726.0,687.0,2.0,1.0,2.32,1.6
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Granollers M.,Fritz T.,112.0,58.0,520.0,890.0,2.0,1.0,2.24,1.65
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Tomic B.,Kudla D.,79.0,85.0,704.0,683.0,2.0,0.0,1.83,1.98
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Lorenzi P.,241.0,108.0,192.0,545.0,2.0,0.0,2.05,1.76
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Laaksonen H.,Mcdonald M.,126.0,59.0,452.0,871.0,2.0,0.0,1.75,2.07
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Rubin N.,115.0,144.0,507.0,388.0,2.0,1.0,1.54,2.45
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,Klahn B.,224.0,93.0,217.0,648.0,2.0,0.0,1.44,2.77
21,Houston,U.S. Men's Clay Court Championships,4/9/2019,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,Krstin P.,67.0,195.0,778.0,270.0,2.0,0.0,1.55,2.45
21,Houston,U.S. Men's Clay Court Championships,4/10/2019,ATP250,Outdoor,Clay,1st Round,3,Querrey S.,Fratangelo B.,71.0,127.0,735.0,450.0,2.0,0.0,1.64,2.25
21,Houston,U.S. Men's Clay Court Championships,4/10/2019,ATP250,Outdoor,Clay,1st Round,3,Tipsarevic J.,Sandgren T.,372.0,81.0,47.0,693.0,2.0,0.0,2.7,1.46
21,Houston,U.S. Men's Clay Court Championships,4/10/2019,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,Tomic B.,112.0,79.0,520.0,704.0,2.0,0.0,1.6,2.32
21,Houston,U.S. Men's Clay Court Championships,4/10/2019,ATP250,Outdoor,Clay,2nd Round,3,Laaksonen H.,Harrison R.,126.0,107.0,452.0,545.0,2.0,0.0,1.92,1.89
21,Houston,U.S. Men's Clay Court Championships,4/10/2019,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Chardy J.,73.0,42.0,726.0,1055.0,2.0,1.0,1.69,2.15
21,Houston,U.S. Men's Clay Court Championships,4/11/2019,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Opelka R.,95.0,56.0,645.0,919.0,2.0,1.0,1.89,1.9
21,Houston,U.S. Men's Clay Court Championships,4/11/2019,ATP250,Outdoor,Clay,2nd Round,3,Tipsarevic J.,Norrie C.,372.0,55.0,47.0,925.0,2.0,0.0,2.26,1.63
21,Houston,U.S. Men's Clay Court Championships,4/11/2019,ATP250,Outdoor,Clay,2nd Round,3,Querrey S.,Garcia-Lopez G.,71.0,115.0,735.0,507.0,2.0,0.0,1.46,2.68
21,Houston,U.S. Men's Clay Court Championships,4/12/2019,ATP250,Outdoor,Clay,2nd Round,3,Galan D.E.,Johnson S.,241.0,39.0,192.0,1125.0,2.0,0.0,2.83,1.42
21,Houston,U.S. Men's Clay Court Championships,4/12/2019,ATP250,Outdoor,Clay,2nd Round,3,Thompson J.,Giraldo S.,67.0,224.0,778.0,217.0,2.0,1.0,1.62,2.29
21,Houston,U.S. Men's Clay Court Championships,4/12/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,Laaksonen H.,73.0,126.0,726.0,452.0,2.0,0.0,1.46,2.7
21,Houston,U.S. Men's Clay Court Championships,4/12/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Querrey S.,Tipsarevic J.,71.0,372.0,735.0,47.0,2.0,0.0,1.4,2.94
21,Houston,U.S. Men's Clay Court Championships,4/12/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Granollers M.,95.0,112.0,645.0,520.0,2.0,0.0,1.62,2.29
