ATP,Location,Tournament,Date,Series,Court,Surface,Round,BestOf,Winner,Loser,WRank,LRank,WPts,LPts,WSets,LSets,OddsW,OddsL
39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Isner J.,Ruud C.,12.0,62.0,2715.0,857.0,3.0,0.0,1.26,3.9
39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Jubb P.,69.0,431.0,770.0,27.0,3.0,1.0,1.25,3.96
39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Pouille L.,Gasquet R.,28.0,47.0,1340.0,965.0,3.0,0.0,1.64,2.26
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Cuevas P.,124.0,45.0,448.0,1003.0,3.0,1.0,1.29,3.67
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Paire B.,Kecmanovic M.,32.0,67.0,1278.0,817.0,2.0,0.0,1.7,2.16
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Opelka R.,Wawrinka S.,63.0,19.0,855.0,1715.0,3.0,2.0,4.23,1.23
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Fabbiano T.,Karlovic I.,89.0,80.0,639.0,679.0,3.0,2.0,1.9,1.91
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Popyrin A.,13.0,101.0,2625.0,553.0,3.0,1.0,1.22,4.36
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Goffin D.,Chardy J.,23.0,81.0,1510.0,675.0,3.0,0.0,1.3,3.54
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Hurkacz H.,Mayer L.,48.0,59.0,959.0,875.0,3.0,1.0,1.42,2.87
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Raonic M.,Haase R.,17.0,76.0,1945.0,716.0,3.0,0.0,1.09,7.43
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Bautista Agut R.,Darcis S.,22.0,221.0,1600.0,221.0,2.0,0.0,1.04,10.98
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Verdasco F.,Edmund K.,37.0,30.0,1235.0,1325.0,3.0,2.0,2.44,1.56
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Khachanov K.,Lopez F.,9.0,54.0,2980.0,917.0,3.0,1.0,1.78,2.04
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Pella G.,Seppi A.,26.0,73.0,1430.0,745.0,3.0,2.0,2.61,1.5
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Humbert U.,Granollers M.,66.0,105.0,822.0,536.0,3.0,0.0,2.2,1.67
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Auger-Aliassime F.,Moutet C.,21.0,84.0,1654.0,660.0,3.0,1.0,1.16,5.4
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Anderson K.,Tipsarevic J.,8.0,288.0,3610.0,125.0,3.0,1.0,1.06,9.15
39,London,Wimbledon,7/3/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Kudla D.,1.0,111.0,12415.0,520.0,3.0,0.0,1.01,22.28
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Johnson S.,De Minaur A.,71.0,29.0,750.0,1330.0,3.0,2.0,2.41,1.58
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Millman J.,Djere L.,64.0,35.0,850.0,1255.0,3.0,0.0,1.3,3.55
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Querrey S.,Rublev A.,65.0,79.0,830.0,696.0,3.0,0.0,1.18,4.89
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Struff J.L.,Fritz T.,33.0,31.0,1265.0,1320.0,3.0,1.0,2.18,1.69
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Evans D.,Basilashvili N.,61.0,16.0,860.0,1960.0,3.0,0.0,1.27,3.86
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Kukushkin M.,Isner J.,58.0,12.0,885.0,2715.0,3.0,2.0,4.17,1.23
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Nishikori K.,Norrie C.,7.0,55.0,4040.0,915.0,3.0,0.0,1.15,5.6
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Sousa J.,Cilic M.,69.0,18.0,770.0,1940.0,3.0,0.0,6.58,1.11
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Tsonga J.W.,Berankis R.,72.0,77.0,750.0,714.0,3.0,0.0,1.09,7.58
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Clarke J.,3.0,169.0,6620.0,316.0,3.0,0.0,1.01,23.36
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Pouille L.,Barrere G.,28.0,116.0,1340.0,488.0,3.0,0.0,1.16,5.37
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Sandgren T.,Simon G.,94.0,25.0,611.0,1445.0,3.0,2.0,4.56,1.21
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Fognini F.,Fucsovics M.,10.0,51.0,2785.0,930.0,3.0,2.0,1.72,2.13
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kyrgios N.,2.0,43.0,7945.0,1045.0,3.0,1.0,1.25,3.98
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Berrettini M.,Baghdatis M.,20.0,135.0,1665.0,420.0,3.0,0.0,1.12,6.48
39,London,Wimbledon,7/4/2019,Grand Slam,Outdoor,Grass,2nd Round,5,Schwartzman D.,Koepfer D.,24.0,130.0,1485.0,437.0,3.0,0.0,1.39,3.0
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Raonic M.,Opelka R.,17.0,63.0,1945.0,855.0,3.0,0.0,1.33,3.34
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Paire B.,Vesely J.,32.0,124.0,1278.0,448.0,3.0,1.0,1.81,2.01
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Bautista Agut R.,Khachanov K.,22.0,9.0,1600.0,2980.0,3.0,0.0,1.5,2.61
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Pella G.,Anderson K.,26.0,8.0,1430.0,3610.0,3.0,0.0,6.2,1.13
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Goffin D.,Medvedev D.,23.0,13.0,1510.0,2625.0,3.0,2.0,1.89,1.92
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Hurkacz H.,1.0,48.0,12415.0,959.0,3.0,1.0,1.01,20.14
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Verdasco F.,Fabbiano T.,37.0,89.0,1235.0,639.0,3.0,0.0,1.57,2.42
39,London,Wimbledon,7/5/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Humbert U.,Auger-Aliassime F.,66.0,21.0,822.0,1654.0,3.0,0.0,4.11,1.24
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Nishikori K.,Johnson S.,7.0,71.0,4040.0,750.0,3.0,0.0,1.21,4.41
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Querrey S.,Millman J.,65.0,64.0,830.0,850.0,3.0,0.0,1.26,3.91
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Sandgren T.,Fognini F.,94.0,10.0,611.0,2785.0,3.0,0.0,3.51,1.31
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Kukushkin M.,Struff J.L.,58.0,33.0,885.0,1265.0,3.0,1.0,4.18,1.23
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Berrettini M.,Schwartzman D.,20.0,24.0,1665.0,1485.0,3.0,2.0,1.32,3.4
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Tsonga J.W.,2.0,72.0,7945.0,750.0,3.0,0.0,1.17,5.12
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Pouille L.,3.0,28.0,6620.0,1340.0,3.0,0.0,1.07,8.59
39,London,Wimbledon,7/6/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Sousa J.,Evans D.,69.0,61.0,770.0,860.0,3.0,2.0,3.04,1.39
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Goffin D.,Verdasco F.,23.0,37.0,1510.0,1235.0,3.0,1.0,1.31,3.52
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Sousa J.,2.0,69.0,7945.0,770.0,3.0,0.0,1.02,16.23
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Bautista Agut R.,Paire B.,22.0,32.0,1600.0,1278.0,3.0,0.0,1.21,4.43
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Querrey S.,Sandgren T.,65.0,94.0,830.0,611.0,3.0,1.0,1.16,5.36
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Humbert U.,1.0,66.0,12415.0,822.0,3.0,0.0,1.02,17.58
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Pella G.,Raonic M.,26.0,17.0,1430.0,1945.0,3.0,2.0,5.17,1.17
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Nishikori K.,Kukushkin M.,7.0,58.0,4040.0,885.0,3.0,1.0,1.11,6.91
39,London,Wimbledon,7/8/2019,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Berrettini M.,3.0,20.0,6620.0,1665.0,3.0,0.0,1.1,7.27
39,London,Wimbledon,7/10/2019,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Goffin D.,1.0,23.0,12415.0,1510.0,3.0,0.0,1.07,9.4
39,London,Wimbledon,7/10/2019,Grand Slam,Outdoor,Grass,Quarterfinals,5,Bautista Agut R.,Pella G.,22.0,26.0,1600.0,1430.0,3.0,1.0,1.18,4.96
39,London,Wimbledon,7/10/2019,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Nishikori K.,3.0,7.0,6620.0,4040.0,3.0,1.0,1.12,6.5
39,London,Wimbledon,7/10/2019,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Querrey S.,2.0,65.0,7945.0,830.0,3.0,0.0,1.14,5.91
39,London,Wimbledon,7/12/2019,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Bautista Agut R.,1.0,22.0,12415.0,1600.0,3.0,1.0,1.08,8.57
39,London,Wimbledon,7/12/2019,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Nadal R.,3.0,2.0,6620.0,7945.0,3.0,1.0,2.18,1.71
39,London,Wimbledon,7/14/2019,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Federer R.,1.0,3.0,12415.0,6620.0,3.0,2.0,1.54,2.56
40,Bastad,SkiStar Swedish Open,7/15/2019,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Munar J.,77.0,90.0,737.0,620.0,2.0,1.0,1.81,1.99
40,Bastad,SkiStar Swedish Open,7/15/2019,ATP250,Outdoor,Clay,1st Round,3,Ymer M.,Davidovich Fokina A.,124.0,128.0,447.0,429.0,2.0,1.0,1.62,2.27
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Lestienne C.,67.0,198.0,569.0,256.0,2.0,0.0,1.33,3.3
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Jarry N.,Laaksonen H.,64.0,93.0,885.0,611.0,2.0,0.0,1.54,2.45
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Novak D.,Darcis S.,121.0,195.0,456.0,266.0,2.0,0.0,1.62,2.27
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,Carreno Busta P.,80.0,53.0,710.0,950.0,2.0,1.0,2.27,1.62
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Arguello F.,71.0,181.0,800.0,291.0,2.0,0.0,1.39,2.94
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,Ruud C.,95.0,65.0,593.0,869.0,2.0,0.0,3.13,1.36
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Ymer E.,Monteiro T.,116.0,88.0,476.0,624.0,2.0,1.0,2.11,1.72
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Gulbis E.,94.0,131.0,610.0,422.0,1.0,0.0,1.42,2.84
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Zapata Miralles B.,70.0,235.0,801.0,196.0,2.0,1.0,1.26,3.82
40,Bastad,SkiStar Swedish Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Kovalik J.,56.0,184.0,940.0,282.0,2.0,0.0,1.59,2.33
40,Bastad,SkiStar Swedish Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Chardy J.,Garin C.,80.0,37.0,710.0,1234.0,2.0,0.0,2.38,1.57
40,Bastad,SkiStar Swedish Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Jarry N.,Ymer M.,64.0,124.0,885.0,447.0,2.0,0.0,1.66,2.21
40,Bastad,SkiStar Swedish Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Verdasco F.,99.0,26.0,569.0,1405.0,2.0,0.0,2.52,1.52
40,Bastad,SkiStar Swedish Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Dzumhur D.,77.0,95.0,737.0,593.0,2.0,0.0,1.64,2.24
40,Bastad,SkiStar Swedish Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,Cuevas P.,70.0,46.0,801.0,1013.0,2.0,0.0,2.21,1.65
40,Bastad,SkiStar Swedish Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Sousa J.,Ymer E.,56.0,116.0,940.0,476.0,2.0,1.0,1.64,2.24
40,Bastad,SkiStar Swedish Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Novak D.,50.0,121.0,965.0,456.0,2.0,1.0,1.52,2.5
40,Bastad,SkiStar Swedish Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Londero J.I.,Dellien H.,71.0,94.0,800.0,610.0,2.0,1.0,1.63,2.26
40,Bastad,SkiStar Swedish Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Jarry N.,Chardy J.,64.0,80.0,885.0,710.0,2.0,0.0,1.99,1.81
40,Bastad,SkiStar Swedish Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Sousa J.,70.0,56.0,801.0,940.0,2.0,0.0,1.59,2.36
40,Bastad,SkiStar Swedish Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Londero J.I.,Gasquet R.,71.0,50.0,800.0,965.0,2.0,1.0,1.72,2.12
40,Bastad,SkiStar Swedish Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Carballes Baena R.,99.0,77.0,569.0,737.0,2.0,1.0,1.99,1.81
40,Bastad,SkiStar Swedish Open,7/20/2019,ATP250,Outdoor,Clay,Semifinals,3,Jarry N.,Delbonis F.,64.0,70.0,885.0,801.0,2.0,0.0,2.12,1.72
40,Bastad,SkiStar Swedish Open,7/20/2019,ATP250,Outdoor,Clay,Semifinals,3,Londero J.I.,Ramos-Vinolas A.,71.0,99.0,800.0,569.0,2.0,0.0,2.12,1.71
40,Bastad,SkiStar Swedish Open,7/21/2019,ATP250,Outdoor,Clay,The Final,3,Jarry N.,Londero J.I.,64.0,71.0,885.0,800.0,2.0,0.0,1.64,2.23
41,Newport,Hall of Fame Championships,7/15/2019,ATP250,Outdoor,Grass,1st Round,3,Ivashka I.,Tomic B.,141.0,103.0,389.0,549.0,2.0,0.0,2.88,1.41
41,Newport,Hall of Fame Championships,7/15/2019,ATP250,Outdoor,Grass,1st Round,3,Granollers M.,Gunneswaran P.,98.0,89.0,576.0,621.0,2.0,0.0,1.33,3.28
41,Newport,Hall of Fame Championships,7/15/2019,ATP250,Outdoor,Grass,1st Round,3,Andreozzi G.,Karlovic I.,113.0,82.0,512.0,679.0,2.0,0.0,4.03,1.24
41,Newport,Hall of Fame Championships,7/15/2019,ATP250,Outdoor,Grass,1st Round,3,Majchrzak K.,Gray A.,102.0,1000.0,550.0,,2.0,0.0,1.06,9.15
41,Newport,Hall of Fame Championships,7/15/2019,ATP250,Outdoor,Grass,1st Round,3,Sandgren T.,Istomin D.,72.0,107.0,781.0,534.0,2.0,1.0,1.41,2.86
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Bublik A.,Bolt A.,83.0,150.0,675.0,370.0,2.0,1.0,1.97,1.82
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Ebden M.,Schnur B.,110.0,97.0,526.0,578.0,2.0,1.0,1.67,2.19
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Kudla D.,Klahn B.,100.0,84.0,565.0,661.0,2.0,0.0,1.52,2.53
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Ramanathan R.,Stakhovsky S.,134.0,145.0,402.0,379.0,2.0,1.0,1.9,1.89
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Troicki V.,Jung J.,167.0,127.0,327.0,433.0,2.0,1.0,1.43,2.79
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Eubanks C.,Johnson S.,188.0,68.0,278.0,830.0,2.0,0.0,4.43,1.21
41,Newport,Hall of Fame Championships,7/16/2019,ATP250,Outdoor,Grass,1st Round,3,Zverev M.,Smyczek T.,211.0,224.0,230.0,213.0,2.0,0.0,2.41,1.56
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Bublik A.,Troicki V.,83.0,167.0,675.0,327.0,2.0,1.0,2.25,1.64
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Ebden M.,Kudla D.,110.0,100.0,526.0,565.0,2.0,0.0,2.33,1.6
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Granollers M.,Thompson J.,98.0,43.0,576.0,1037.0,2.0,0.0,2.05,1.76
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Ivashka I.,Eubanks C.,141.0,188.0,389.0,278.0,2.0,0.0,2.12,1.72
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Sandgren T.,Mannarino A.,72.0,62.0,781.0,896.0,2.0,0.0,2.22,1.66
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Zverev M.,Andreozzi G.,211.0,113.0,230.0,512.0,2.0,0.0,1.78,2.03
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Isner J.,Majchrzak K.,15.0,102.0,2040.0,550.0,2.0,1.0,1.39,2.98
41,Newport,Hall of Fame Championships,7/17/2019,ATP250,Outdoor,Grass,2nd Round,3,Humbert U.,Ramanathan R.,48.0,134.0,977.0,402.0,2.0,0.0,1.52,2.5
41,Newport,Hall of Fame Championships,7/19/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Granollers M.,Zverev M.,98.0,211.0,576.0,230.0,2.0,0.0,1.36,2.99
41,Newport,Hall of Fame Championships,7/19/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Humbert U.,Ivashka I.,48.0,141.0,977.0,389.0,2.0,1.0,1.37,3.06
41,Newport,Hall of Fame Championships,7/19/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Bublik A.,Sandgren T.,83.0,72.0,675.0,781.0,2.0,1.0,2.45,1.54
41,Newport,Hall of Fame Championships,7/19/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Isner J.,Ebden M.,15.0,110.0,2040.0,526.0,2.0,1.0,1.34,3.27
41,Newport,Hall of Fame Championships,7/20/2019,ATP250,Outdoor,Grass,Semifinals,3,Bublik A.,Granollers M.,83.0,98.0,675.0,576.0,2.0,1.0,2.6,1.5
41,Newport,Hall of Fame Championships,7/20/2019,ATP250,Outdoor,Grass,Semifinals,3,Isner J.,Humbert U.,15.0,48.0,2040.0,977.0,2.0,1.0,1.48,2.63
41,Newport,Hall of Fame Championships,7/21/2019,ATP250,Outdoor,Grass,The Final,3,Isner J.,Bublik A.,15.0,83.0,2040.0,675.0,2.0,0.0,1.3,3.5
42,Umag,Croatia Open,7/15/2019,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Stebe C.M.,142.0,453.0,383.0,20.0,2.0,1.0,1.26,3.8
42,Umag,Croatia Open,7/15/2019,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,Cecchinato M.,87.0,40.0,625.0,1085.0,2.0,0.0,1.84,1.96
42,Umag,Croatia Open,7/15/2019,ATP250,Outdoor,Clay,1st Round,3,Sinner J.,Sousa P.,209.0,109.0,239.0,528.0,2.0,1.0,2.03,1.77
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Klizan M.,152.0,61.0,365.0,905.0,2.0,1.0,2.44,1.55
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Lorenzi P.,Torebko P.,114.0,384.0,496.0,45.0,2.0,1.0,1.42,2.83
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Travaglia S.,Fabbiano T.,105.0,92.0,543.0,614.0,2.0,0.0,1.55,2.42
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Serdarusic N.,Trungelliti M.,290.0,161.0,124.0,336.0,2.0,0.0,2.49,1.52
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Balazs A.,Galovic V.,208.0,197.0,241.0,259.0,2.0,1.0,1.3,3.51
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Rublev A.,Haase R.,76.0,78.0,741.0,716.0,2.0,0.0,1.67,2.17
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Andujar P.,60.0,79.0,910.0,712.0,2.0,0.0,1.84,1.95
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Krajinovic F.,Daniel T.,58.0,112.0,928.0,518.0,2.0,0.0,1.15,5.31
42,Umag,Croatia Open,7/16/2019,ATP250,Outdoor,Clay,1st Round,3,Caruso S.,Moutet C.,125.0,81.0,441.0,682.0,2.0,0.0,2.22,1.64
42,Umag,Croatia Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Balazs A.,Krajinovic F.,208.0,58.0,241.0,928.0,2.0,1.0,3.13,1.35
42,Umag,Croatia Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,Vesely J.,60.0,142.0,910.0,383.0,2.0,1.0,1.45,2.71
42,Umag,Croatia Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Travaglia S.,Fognini F.,105.0,9.0,543.0,2785.0,1.0,0.0,2.97,1.39
42,Umag,Croatia Open,7/17/2019,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Lorenzi P.,32.0,114.0,1290.0,496.0,2.0,1.0,1.23,4.07
42,Umag,Croatia Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,Serdarusic N.,152.0,290.0,365.0,124.0,2.0,0.0,1.42,2.82
42,Umag,Croatia Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Rublev A.,36.0,76.0,1251.0,741.0,2.0,0.0,1.97,1.83
42,Umag,Croatia Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Caruso S.,Coric B.,125.0,14.0,441.0,2195.0,2.0,1.0,3.22,1.34
42,Umag,Croatia Open,7/18/2019,ATP250,Outdoor,Clay,2nd Round,3,Bedene A.,Sinner J.,87.0,209.0,625.0,239.0,2.0,0.0,1.32,3.33
42,Umag,Croatia Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Mayer L.,32.0,60.0,1290.0,910.0,2.0,1.0,1.85,1.95
42,Umag,Croatia Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Balazs A.,Travaglia S.,208.0,105.0,241.0,543.0,2.0,1.0,2.05,1.77
42,Umag,Croatia Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Bedene A.,36.0,87.0,1251.0,625.0,2.0,1.0,1.71,2.13
42,Umag,Croatia Open,7/19/2019,ATP250,Outdoor,Clay,Quarterfinals,3,Caruso S.,Bagnis F.,125.0,152.0,441.0,365.0,2.0,0.0,1.62,2.28
42,Umag,Croatia Open,7/20/2019,ATP250,Outdoor,Clay,Semifinals,3,Balazs A.,Djere L.,208.0,32.0,241.0,1290.0,2.0,0.0,2.61,1.49
42,Umag,Croatia Open,7/20/2019,ATP250,Outdoor,Clay,Semifinals,3,Lajovic D.,Caruso S.,36.0,125.0,1251.0,441.0,1.0,0.0,1.5,2.58
42,Umag,Croatia Open,7/21/2019,ATP250,Outdoor,Clay,The Final,3,Lajovic D.,Balazs A.,36.0,208.0,1251.0,241.0,2.0,0.0,1.5,2.57
43,Atlanta,BB&T Atlanta Open,7/22/2019,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Kudla D.,95.0,101.0,588.0,565.0,2.0,0.0,1.68,2.18
43,Atlanta,BB&T Atlanta Open,7/22/2019,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Thompson J.,54.0,43.0,950.0,1037.0,2.0,1.0,2.03,1.78
43,Atlanta,BB&T Atlanta Open,7/22/2019,ATP250,Outdoor,Hard,1st Round,3,Klahn B.,Copil M.,94.0,84.0,588.0,647.0,2.0,0.0,1.52,2.52
